+0.076,-0.001,+0.000,-0.039,-0.230,+10.000,-0.532,-0.470,+20.000,-0.216,-0.690,+30.000,-0.535,-0.929,+40.000,-0.705,-1.168,+50.000,-0.775,-1.384,+60.000,-0.927,-1.616,+70.000,
-0.198,-0.006,+0.000,-0.229,-0.125,+10.000,-0.347,-0.253,+20.000,-0.480,-0.387,+30.000,-0.911,-0.531,+40.000,-0.919,-0.655,+50.000,-1.014,-0.783,+60.000,-1.354,-0.913,+70.000,
-0.059,-0.006,+0.000,+0.561,+0.200,+10.000,+1.301,+0.383,+20.000,+1.928,+0.550,+30.000,+2.448,+0.743,+40.000,+2.854,+0.928,+50.000,None,None,None,None,None,None,
-0.038,+0.002,+0.000,-0.630,+0.509,+10.000,-1.333,+1.013,+20.000,-1.954,+1.522,+30.000,-2.684,+2.050,+40.000,None,None,None,None,None,None,None,None,None,
+0.079,+0.003,+0.000,-0.307,-0.386,+10.000,-0.813,-0.763,+20.000,-1.298,-1.146,+30.000,-1.510,-1.564,+40.000,-2.197,-1.940,+50.000,-2.560,-2.335,+60.000,-2.986,-2.733,+70.000,
+0.054,-0.009,+0.000,-0.072,-0.671,+10.000,-0.007,-1.347,+20.000,-0.010,-2.028,+30.000,-0.030,-2.720,+40.000,None,None,None,None,None,None,None,None,None,
+0.077,-0.016,+0.000,+0.365,+0.156,+10.000,+0.990,+0.295,+20.000,+1.448,+0.453,+30.000,+1.740,+0.619,+40.000,+2.419,+0.730,+50.000,+2.855,+0.915,+60.000,None,None,None,
+0.111,+0.003,+0.000,-0.264,-0.018,+10.000,-0.633,-0.032,+20.000,-1.083,-0.070,+30.000,-1.607,-0.060,+40.000,-1.892,-0.072,+50.000,-2.185,-0.065,+60.000,-2.457,-0.118,+70.000,
-0.122,+0.010,+0.000,+0.029,+0.577,+10.000,+0.276,+1.173,+20.000,+0.318,+1.735,+30.000,+0.423,+2.318,+40.000,+0.532,+2.906,+50.000,None,None,None,None,None,None,
+0.120,-0.003,+0.000,+0.281,-0.629,+10.000,+0.447,-1.281,+20.000,+0.570,-1.934,+30.000,+1.032,-2.588,+40.000,None,None,None,None,None,None,None,None,None,
+0.136,+0.007,+0.000,-0.064,+0.385,+10.000,-0.239,+0.791,+20.000,-0.370,+1.166,+30.000,-0.601,+1.566,+40.000,-0.478,+1.954,+50.000,-0.745,+2.315,+60.000,-0.775,+2.713,+70.000,
-0.011,+0.004,+0.000,+0.159,+0.278,+10.000,+0.241,+0.546,+20.000,+0.324,+0.827,+30.000,+0.624,+1.099,+40.000,+0.554,+1.352,+50.000,+0.704,+1.623,+60.000,+0.935,+1.893,+70.000,
+0.037,+0.003,+0.000,-0.336,+0.207,+10.000,-0.489,+0.434,+20.000,-1.125,+0.649,+30.000,-1.058,+0.848,+40.000,-1.224,+1.095,+50.000,-1.672,+1.299,+60.000,-2.168,+1.520,+70.000,
-0.040,+0.003,+0.000,-0.196,-0.277,+10.000,-0.603,-0.572,+20.000,-0.879,-0.871,+30.000,-1.228,-1.159,+40.000,-1.375,-1.449,+50.000,-1.910,-1.724,+60.000,-1.978,-2.023,+70.000,
+0.015,+0.004,+0.000,-0.068,-0.135,+10.000,+0.014,-0.266,+20.000,+0.055,-0.378,+30.000,-0.022,-0.521,+40.000,+0.064,-0.624,+50.000,-0.134,-0.751,+60.000,+0.179,-0.896,+70.000,
+0.112,-0.008,+0.000,-0.028,-0.132,+10.000,-0.023,-0.296,+20.000,+0.024,-0.417,+30.000,-0.004,-0.563,+40.000,-0.104,-0.681,+50.000,-0.026,-0.826,+60.000,-0.113,-0.960,+70.000,
+0.010,-0.004,+0.000,+0.213,+0.413,+10.000,+0.376,+0.816,+20.000,+0.547,+1.216,+30.000,+0.600,+1.632,+40.000,+0.909,+2.032,+50.000,+1.081,+2.457,+60.000,+1.147,+2.852,+70.000,
+0.062,+0.005,+0.000,-0.046,+0.121,+10.000,-0.023,+0.255,+20.000,-0.000,+0.358,+30.000,-0.080,+0.501,+40.000,-0.267,+0.634,+50.000,-0.105,+0.739,+60.000,-0.362,+0.876,+70.000,
+0.015,-0.015,+0.000,+0.398,+0.071,+10.000,+0.750,+0.130,+20.000,+1.225,+0.199,+30.000,+1.427,+0.256,+40.000,+1.991,+0.326,+50.000,+2.421,+0.391,+60.000,+2.743,+0.451,+70.000,
+0.087,+0.019,+0.000,+0.272,-0.126,+10.000,+0.229,-0.236,+20.000,+0.414,-0.378,+30.000,+0.313,-0.471,+40.000,+0.480,-0.585,+50.000,+0.606,-0.714,+60.000,+0.812,-0.834,+70.000,
-0.209,-0.002,+0.000,+0.560,+0.697,+10.000,+0.829,+1.460,+20.000,+0.830,+2.169,+30.000,+1.273,+2.905,+40.000,None,None,None,None,None,None,None,None,None,
-0.248,-0.004,+0.000,-0.173,+0.337,+10.000,-0.155,+0.719,+20.000,-0.229,+1.067,+30.000,-0.524,+1.417,+40.000,-0.405,+1.775,+50.000,-0.499,+2.115,+60.000,-0.536,+2.487,+70.000,
+0.241,-0.013,+0.000,-0.031,+0.041,+10.000,-0.241,+0.090,+20.000,-0.361,+0.156,+30.000,-0.608,+0.192,+40.000,-0.621,+0.275,+50.000,-0.792,+0.290,+60.000,-0.870,+0.339,+70.000,
+0.150,+0.020,+0.000,-0.382,+0.546,+10.000,-0.473,+1.072,+20.000,-1.034,+1.637,+30.000,-1.433,+2.169,+40.000,-1.384,+2.707,+50.000,None,None,None,None,None,None,
-0.140,-0.017,+0.000,+0.260,+0.215,+10.000,+0.667,+0.418,+20.000,+0.703,+0.618,+30.000,+1.069,+0.811,+40.000,+1.494,+1.021,+50.000,+1.377,+1.207,+60.000,+1.635,+1.418,+70.000,
-0.003,-0.008,+0.000,-0.158,-0.214,+10.000,-0.327,-0.428,+20.000,-0.308,-0.604,+30.000,-0.507,-0.821,+40.000,-0.784,-1.008,+50.000,-0.911,-1.232,+60.000,-1.129,-1.421,+70.000,
-0.022,-0.011,+0.000,-0.575,+0.070,+10.000,-0.945,+0.093,+20.000,-1.529,+0.154,+30.000,-1.932,+0.196,+40.000,-2.454,+0.246,+50.000,None,None,None,None,None,None,
-0.070,-0.002,+0.000,-0.081,-0.349,+10.000,-0.154,-0.699,+20.000,-0.264,-1.045,+30.000,+0.072,-1.379,+40.000,-0.248,-1.728,+50.000,-0.179,-2.066,+60.000,-0.135,-2.425,+70.000,
-0.023,+0.003,+0.000,+0.028,+0.150,+10.000,-0.044,+0.303,+20.000,+0.043,+0.456,+30.000,-0.097,+0.638,+40.000,+0.058,+0.790,+50.000,+0.105,+0.925,+60.000,+0.023,+1.109,+70.000,
+0.139,-0.003,+0.000,-0.487,-0.329,+10.000,-0.522,-0.670,+20.000,-0.994,-0.987,+30.000,-1.418,-1.288,+40.000,-1.557,-1.634,+50.000,-1.999,-1.943,+60.000,-2.203,-2.271,+70.000,
+0.017,+0.006,+0.000,+0.633,-0.033,+10.000,+1.289,-0.052,+20.000,+1.815,-0.065,+30.000,+2.688,-0.093,+40.000,None,None,None,None,None,None,None,None,None,
-0.172,-0.001,+0.000,+0.141,-0.109,+10.000,+0.340,-0.245,+20.000,+0.526,-0.370,+30.000,+0.613,-0.455,+40.000,+0.703,-0.570,+50.000,+0.906,-0.696,+60.000,+0.941,-0.812,+70.000,
+0.097,-0.002,+0.000,+0.115,-0.928,+10.000,+0.128,-1.825,+20.000,+0.117,-2.756,+30.000,None,None,None,None,None,None,None,None,None,None,None,None,
-0.148,+0.012,+0.000,+0.151,-0.173,+10.000,+0.351,-0.345,+20.000,+0.503,-0.506,+30.000,+0.668,-0.667,+40.000,+0.764,-0.853,+50.000,+0.876,-1.010,+60.000,+1.267,-1.191,+70.000,
-0.006,+0.009,+0.000,-0.010,-0.291,+10.000,-0.131,-0.603,+20.000,-0.464,-0.887,+30.000,-0.643,-1.200,+40.000,-0.960,-1.510,+50.000,-1.069,-1.781,+60.000,-1.041,-2.104,+70.000,
-0.087,-0.008,+0.000,-0.095,-0.248,+10.000,-0.426,-0.501,+20.000,-0.711,-0.729,+30.000,-1.015,-0.996,+40.000,-1.455,-1.229,+50.000,-1.607,-1.473,+60.000,-1.648,-1.714,+70.000,
+0.085,+0.003,+0.000,+0.004,+0.020,+10.000,+0.111,+0.061,+20.000,+0.464,+0.051,+30.000,+0.297,+0.062,+40.000,+0.292,+0.080,+50.000,+0.528,+0.096,+60.000,+0.601,+0.111,+70.000,
-0.028,+0.009,+0.000,+0.035,+0.096,+10.000,+0.024,+0.154,+20.000,+0.358,+0.211,+30.000,+0.159,+0.312,+40.000,+0.412,+0.365,+50.000,+0.256,+0.445,+60.000,+0.357,+0.528,+70.000,
-0.028,+0.002,+0.000,+0.537,-0.327,+10.000,+1.324,-0.684,+20.000,+1.852,-0.996,+30.000,+2.428,-1.361,+40.000,+2.856,-1.694,+50.000,None,None,None,None,None,None,
-0.024,+0.015,+0.000,-0.059,+0.309,+10.000,+0.101,+0.628,+20.000,-0.133,+0.930,+30.000,-0.044,+1.250,+40.000,+0.028,+1.568,+50.000,-0.062,+1.888,+60.000,-0.074,+2.188,+70.000,
+0.003,+0.009,+0.000,-0.154,+0.014,+10.000,-0.059,+0.046,+20.000,-0.239,+0.061,+30.000,-0.243,+0.070,+40.000,-0.350,+0.079,+50.000,-0.395,+0.103,+60.000,-0.452,+0.126,+70.000,
+0.005,+0.000,+0.000,+0.356,+0.279,+10.000,+0.469,+0.556,+20.000,+0.551,+0.859,+30.000,+0.667,+1.152,+40.000,+1.078,+1.434,+50.000,+1.233,+1.711,+60.000,+1.515,+2.006,+70.000,
-0.145,+0.018,+0.000,-0.021,+0.288,+10.000,+0.197,+0.599,+20.000,+0.387,+0.911,+30.000,+0.369,+1.201,+40.000,+0.258,+1.498,+50.000,+0.298,+1.806,+60.000,+0.332,+2.086,+70.000,
-0.019,-0.017,+0.000,-0.327,-0.525,+10.000,-1.214,-1.057,+20.000,-1.930,-1.550,+30.000,-2.479,-2.053,+40.000,None,None,None,None,None,None,None,None,None,
-0.163,-0.005,+0.000,+0.155,-0.260,+10.000,+0.572,-0.505,+20.000,+0.729,-0.768,+30.000,+1.091,-1.026,+40.000,+1.428,-1.270,+50.000,+1.464,-1.524,+60.000,+1.811,-1.769,+70.000,
-0.084,-0.004,+0.000,-0.805,-0.126,+10.000,-1.402,-0.279,+20.000,-2.154,-0.387,+30.000,-2.860,-0.538,+40.000,None,None,None,None,None,None,None,None,None,
